race_name,course_len,rotation,weather,race_type,ground_state,date
3歳未勝利,2000,右,晴,芝,稍重,2020年7月12日
3歳未勝利,1400,右,晴,ダート,重,2020年7月12日
2歳新馬,1400,右,晴,ダート,稍重,2020年7月12日
3歳以上1勝クラス,1200,右,晴,ダート,稍重,2020年7月12日
フィリピントロフィー ,1800,右,晴,ダート,稍重,2020年7月12日
第25回プロキオンステークス(G3),1400,右,曇,ダート,稍重,2020年7月12日
2歳未勝利,1200,右,晴,ダート,稍重,2020年7月18日
3歳未勝利,1800,右,晴,ダート,稍重,2020年7月18日
3歳未勝利,1400,右,晴,ダート,稍重,2020年7月18日
3歳未勝利,2200,右,晴,芝,良,2020年7月18日
2歳新馬,1400,右,晴,芝,良,2020年7月18日
2歳新馬,1200,右,晴,芝,良,2020年7月18日
3歳未勝利,1800,右,晴,ダート,良,2020年7月18日
3歳以上1勝クラス,2000,右,晴,ダート,良,2020年7月18日
戎橋特別 ,1400,右,晴,芝,良,2020年7月18日
能勢特別 ,2000,右,晴,芝,良,2020年7月18日
ジュライステークス(L),1800,右,晴,ダート,良,2020年7月18日
2歳未勝利,1400,右,晴,芝,良,2020年7月19日
3歳未勝利,2000,右,晴,ダート,良,2020年7月19日
3歳未勝利,1200,右,晴,ダート,良,2020年7月19日
2歳新馬,2000,右,晴,芝,良,2020年7月19日
3歳以上1勝クラス,1800,右,晴,ダート,良,2020年7月19日
3歳以上1勝クラス,2200,右,晴,芝,良,2020年7月19日
神鍋特別 ,1400,右,晴,ダート,良,2020年7月19日
オークランドRCT ,1400,右,晴,芝,良,2020年7月19日
3歳以上1勝クラス,1400,右,晴,ダート,良,2020年7月19日
2歳未勝利,1400,右,小雨,ダート,良,2020年11月7日
2歳未勝利,1800,右,小雨,ダート,良,2020年11月7日
2歳未勝利,1400,右,曇,芝,良,2020年11月7日
2歳新馬,2000,右,曇,芝,良,2020年11月7日
2歳新馬,1800,右,曇,ダート,良,2020年11月7日
3歳以上1勝クラス,1200,右,曇,ダート,良,2020年11月7日
3歳以上2勝クラス,1800,右,曇,ダート,良,2020年11月7日
播州ステークス ,1200,右,曇,ダート,良,2020年11月7日
第25回KBSファンタジーS(G3),1400,右,曇,芝,良,2020年11月7日
2歳未勝利,1200,右,晴,ダート,良,2020年11月8日
2歳未勝利,2000,右,晴,芝,良,2020年11月8日
2歳新馬,1200,右,晴,ダート,良,2020年11月8日
2歳新馬,1400,右,晴,芝,良,2020年11月8日
3歳以上1勝クラス,1800,右,晴,ダート,良,2020年11月8日
3歳以上2勝クラス,2000,右,晴,ダート,良,2020年11月8日
鶴見特別 ,1200,右,晴,芝,良,2020年11月8日
道頓堀ステークス ,1400,右,晴,芝,良,2020年11月8日
第10回みやこステークス(G3),1800,右,晴,ダート,良,2020年11月8日
3歳以上2勝クラス,1400,右,晴,ダート,良,2020年11月8日
2歳未勝利,1200,右,晴,ダート,良,2020年11月14日
2歳未勝利,1800,右,晴,ダート,良,2020年11月14日
2歳未勝利,1200,右,晴,芝,良,2020年11月14日
2歳新馬,1400,右,晴,ダート,良,2020年11月14日
3歳以上1勝クラス,1400,右,晴,ダート,良,2020年11月14日
岸和田ステークス ,2000,右,晴,芝,良,2020年11月14日
摩耶ステークス ,1800,右,晴,ダート,良,2020年11月14日
3歳以上2勝クラス,1400,右,晴,芝,良,2020年11月14日
2歳未勝利,1800,右,晴,ダート,良,2020年11月15日
2歳未勝利,1400,右,晴,ダート,良,2020年11月15日
2歳新馬,1400,右,晴,芝,良,2020年11月15日
3歳以上1勝クラス,2000,右,晴,芝,良,2020年11月15日
3歳以上2勝クラス,1800,右,晴,ダート,良,2020年11月15日
3歳以上2勝クラス,2200,右,晴,芝,良,2020年11月15日
黄菊賞 ,2000,右,晴,芝,良,2020年11月15日
オータムリーフS ,1400,右,晴,ダート,良,2020年11月15日
第45回エリザベス女王杯(G1),2200,右,晴,芝,良,2020年11月15日
ドンカスターカップ ,1200,右,晴,ダート,良,2020年11月15日
2歳未勝利,1400,右,晴,ダート,良,2020年11月21日
2歳未勝利,1800,右,晴,ダート,良,2020年11月21日
2歳未勝利,1400,右,晴,芝,良,2020年11月21日
2歳未勝利,2000,右,晴,芝,良,2020年11月21日
2歳新馬,1200,右,晴,ダート,良,2020年11月21日
3歳以上2勝クラス,1800,右,晴,ダート,良,2020年11月21日
もちの木賞 ,1800,右,晴,ダート,良,2020年11月21日
瀬戸内海特別 ,1400,右,晴,芝,良,2020年11月21日
アンドロメダS(L),2000,右,晴,芝,良,2020年11月21日
3歳以上1勝クラス,1200,右,晴,ダート,良,2020年11月21日
2歳未勝利,1200,右,晴,ダート,良,2020年11月22日
2歳未勝利,1800,右,晴,ダート,良,2020年11月22日
2歳未勝利,1200,右,晴,芝,良,2020年11月22日
2歳新馬,2000,右,晴,芝,良,2020年11月22日
2歳新馬,1800,右,晴,ダート,良,2020年11月22日
3歳以上1勝クラス,1400,右,晴,ダート,良,2020年11月22日
3歳以上1勝クラス,1800,右,晴,ダート,良,2020年11月22日
妙見山特別 ,1400,右,曇,ダート,良,2020年11月22日
2歳未勝利,1800,右,曇,ダート,良,2020年11月23日
2歳未勝利,1400,右,曇,ダート,良,2020年11月23日
2歳新馬,1200,右,晴,芝,良,2020年11月23日
3歳以上1勝クラス,1800,右,晴,ダート,良,2020年11月23日
3歳以上1勝クラス,2000,右,晴,ダート,良,2020年11月23日
秋明菊賞 ,1400,右,晴,芝,良,2020年11月23日
猪名川特別 ,2000,右,晴,芝,良,2020年11月23日
姫路ステークス ,1400,右,晴,ダート,良,2020年11月23日
3歳以上1勝クラス,1400,右,晴,芝,良,2020年11月23日
2歳未勝利,1800,右,晴,ダート,良,2020年11月28日
2歳未勝利,1400,右,晴,芝,良,2020年11月28日
2歳未勝利,1200,右,晴,ダート,良,2020年11月28日
3歳以上1勝クラス,1800,右,晴,ダート,良,2020年11月28日
3歳以上2勝クラス,1200,右,晴,ダート,良,2020年11月28日
竹田城ステークス ,2000,右,曇,ダート,良,2020年11月28日
第7回ラジオN杯京都2歳S(G3),2000,右,晴,芝,良,2020年11月28日
3歳以上2勝クラス,1200,右,晴,芝,良,2020年11月28日
2歳未勝利,1400,右,晴,ダート,良,2020年11月29日
2歳未勝利,2000,右,晴,芝,良,2020年11月29日
2歳新馬,1800,右,晴,ダート,良,2020年11月29日
3歳以上1勝クラス,1400,右,晴,ダート,良,2020年11月29日
2歳新馬,1400,右,晴,芝,良,2020年11月29日
3歳以上2勝クラス,2000,右,晴,芝,良,2020年11月29日
3歳以上2勝クラス,1800,右,晴,ダート,良,2020年11月29日
カノープスステークス ,2000,右,晴,ダート,良,2020年11月29日
第65回京阪杯(G3),1200,右,晴,芝,良,2020年11月29日
2歳未勝利,1400,右,晴,ダート,良,2020年12月5日
2歳未勝利,1800,右,晴,ダート,良,2020年12月5日
2歳未勝利,1400,右,晴,芝,良,2020年12月5日
2歳新馬,1800,右,晴,ダート,良,2020年12月5日
3歳以上1勝クラス,1200,右,晴,ダート,良,2020年12月5日
3歳以上2勝クラス,2000,右,晴,芝,良,2020年12月5日
鳥取特別 ,2000,右,晴,ダート,良,2020年12月5日
御影ステークス ,1400,右,晴,ダート,良,2020年12月5日
第71回チャレンジカップ(G3),2000,右,晴,芝,良,2020年12月5日
3歳以上2勝クラス,1200,右,晴,ダート,良,2020年12月5日
2歳未勝利,1200,右,晴,ダート,良,2020年12月6日
2歳未勝利,1800,右,晴,ダート,良,2020年12月6日
2歳新馬,2000,右,晴,芝,良,2020年12月6日
2歳新馬,1400,右,晴,ダート,良,2020年12月6日
2歳未勝利,2000,右,晴,芝,良,2020年12月6日
3歳以上1勝クラス,1800,右,晴,ダート,良,2020年12月6日
さざんか賞 ,1200,右,晴,芝,良,2020年12月6日
りんくうステークス ,1200,右,晴,ダート,良,2020年12月6日
3歳以上2勝クラス,1400,右,晴,芝,良,2020年12月6日
2歳未勝利,1400,右,晴,ダート,良,2020年12月12日
2歳未勝利,1800,右,晴,ダート,良,2020年12月12日
2歳未勝利,1200,右,晴,ダート,良,2020年12月12日
2歳新馬,1200,右,曇,芝,良,2020年12月12日
2歳新馬,1400,右,曇,ダート,良,2020年12月12日
2歳未勝利,2000,右,曇,芝,良,2020年12月12日
3歳以上2勝クラス,1800,右,曇,ダート,良,2020年12月12日
エリカ賞 ,2000,右,曇,芝,良,2020年12月12日
3歳以上1勝クラス,1400,右,曇,ダート,良,2020年12月12日
2歳未勝利,1400,右,曇,ダート,良,2020年12月13日
2歳未勝利,1800,右,晴,ダート,良,2020年12月13日
2歳未勝利,1400,右,晴,芝,良,2020年12月13日
2歳新馬,1800,右,晴,ダート,良,2020年12月13日
2歳1勝クラス,1200,右,曇,ダート,良,2020年12月13日
オリオンステークス ,2200,右,曇,芝,良,2020年12月13日
堺ステークス ,1800,右,曇,ダート,良,2020年12月13日
赤穂特別 ,1400,右,曇,ダート,良,2020年12月13日
2歳未勝利,1800,右,曇,ダート,良,2020年12月19日
2歳未勝利,1200,右,曇,ダート,良,2020年12月19日
2歳未勝利,1800,右,曇,ダート,良,2020年12月19日
2歳新馬,1200,右,曇,ダート,良,2020年12月19日
2歳1勝クラス,1800,右,曇,ダート,良,2020年12月19日
3歳以上1勝クラス,2000,右,曇,ダート,良,2020年12月19日
北摂特別 ,1200,右,曇,芝,良,2020年12月19日
タンザナイトS ,1200,右,晴,芝,良,2020年12月19日
3歳以上1勝クラス,1400,右,晴,ダート,良,2020年12月19日
2歳未勝利,1400,右,晴,ダート,良,2020年12月20日
2歳未勝利,1800,右,晴,ダート,良,2020年12月20日
2歳新馬,2000,右,晴,芝,良,2020年12月20日
2歳新馬,1400,右,晴,芝,良,2020年12月20日
3歳以上1勝クラス,1200,右,晴,ダート,良,2020年12月20日
3歳以上2勝クラス,1800,右,晴,ダート,良,2020年12月20日
ベテルギウスS(L),1800,右,晴,ダート,良,2020年12月20日
高砂特別 ,1200,右,晴,ダート,良,2020年12月20日
2歳未勝利,1200,右,晴,ダート,良,2020年12月26日
2歳未勝利,1800,右,晴,ダート,良,2020年12月26日
2歳未勝利,1400,右,晴,ダート,良,2020年12月26日
2歳新馬,1800,右,晴,ダート,良,2020年12月26日
2歳1勝クラス,1400,右,晴,芝,良,2020年12月26日
3歳以上2勝クラス,2200,右,晴,芝,良,2020年12月26日
ヤングJSFR阪神2 ,1800,右,晴,ダート,良,2020年12月26日
元町ステークス ,2000,右,晴,芝,良,2020年12月26日
第15回阪神カップ(G2),1400,右,晴,芝,良,2020年12月26日
3歳以上2勝クラス,1400,右,晴,ダート,良,2020年12月26日
2歳未勝利,1800,右,晴,ダート,良,2020年12月27日
2歳未勝利,1200,右,晴,芝,良,2020年12月27日
2歳未勝利,1800,右,晴,ダート,良,2020年12月27日
2歳未勝利,2000,右,晴,芝,良,2020年12月27日
2歳新馬,1400,右,晴,芝,良,2020年12月27日
3歳以上1勝クラス,1800,右,晴,ダート,良,2020年12月27日
フォーチュンカップ ,1800,右,晴,ダート,良,2020年12月27日
ギャラクシーS ,1400,右,晴,ダート,良,2020年12月27日
2020ファイナルS ,1400,右,晴,芝,良,2020年12月27日
3歳未勝利,1000,右,曇,ダート,稍重,2020年1月18日
3歳未勝利,1700,右,曇,ダート,稍重,2020年1月18日
3歳未勝利,1200,右,曇,芝,稍重,2020年1月18日
3歳未勝利,1800,右,雨,芝,稍重,2020年1月18日
3歳新馬,2000,右,曇,芝,稍重,2020年1月18日
4歳以上1勝クラス,1700,右,曇,ダート,稍重,2020年1月18日
4歳以上1勝クラス,1700,右,小雨,ダート,稍重,2020年1月18日
4歳以上1勝クラス,1200,右,小雨,芝,稍重,2020年1月18日
4歳以上1勝クラス,1800,右,小雨,芝,稍重,2020年1月18日
小倉城特別 ,1700,右,小雨,ダート,重,2020年1月18日
第57回愛知杯(G3),2000,右,小雨,芝,重,2020年1月18日
鳥栖特別 ,1200,右,小雨,芝,重,2020年1月18日
3歳未勝利,1700,右,曇,ダート,重,2020年1月19日
4歳以上1勝クラス,1000,右,曇,ダート,重,2020年1月19日
3歳未勝利,1800,右,曇,芝,重,2020年1月19日
3歳未勝利,1200,右,曇,芝,重,2020年1月19日
3歳未勝利,2000,右,曇,芝,重,2020年1月19日
3歳新馬,1200,右,曇,芝,重,2020年1月19日
4歳以上1勝クラス,1700,右,曇,ダート,重,2020年1月19日
4歳以上1勝クラス,1200,右,曇,芝,重,2020年1月19日
4歳以上1勝クラス,2000,右,曇,芝,重,2020年1月19日
ネモフィラ賞 ,1700,右,曇,ダート,重,2020年1月19日
巌流島特別 ,1200,右,曇,芝,重,2020年1月19日
呼子特別 ,2600,右,曇,芝,重,2020年1月19日
3歳未勝利,1000,右,曇,ダート,重,2020年1月25日
3歳未勝利,1700,右,曇,ダート,重,2020年1月25日
3歳未勝利,1200,右,曇,芝,稍重,2020年1月25日
3歳未勝利,1800,右,曇,芝,稍重,2020年1月25日
3歳未勝利,2000,右,曇,芝,稍重,2020年1月25日
4歳以上1勝クラス,1700,右,曇,ダート,重,2020年1月25日
4歳以上1勝クラス,1200,右,曇,芝,稍重,2020年1月25日
4歳以上1勝クラス,1700,右,曇,ダート,重,2020年1月25日
4歳以上1勝クラス,2600,右,曇,芝,稍重,2020年1月25日
萌黄賞 ,1200,右,曇,芝,稍重,2020年1月25日
響灘特別 ,1700,右,曇,ダート,重,2020年1月25日
脊振山特別 ,1800,右,曇,芝,稍重,2020年1月25日
3歳未勝利,1700,右,曇,ダート,不良,2020年1月26日
4歳以上1勝クラス,1000,右,曇,ダート,不良,2020年1月26日
3歳未勝利,1200,右,曇,芝,重,2020年1月26日
3歳未勝利,2000,右,曇,芝,重,2020年1月26日
3歳新馬,1200,右,曇,芝,重,2020年1月26日
4歳以上1勝クラス,1800,右,晴,芝,重,2020年1月26日
4歳以上1勝クラス,2400,右,晴,ダート,不良,2020年1月26日
4歳以上1勝クラス,1200,右,晴,芝,重,2020年1月26日
4歳以上1勝クラス,2000,右,曇,芝,重,2020年1月26日
壇之浦特別 ,1800,右,曇,芝,重,2020年1月26日
門司ステークス ,1700,右,曇,ダート,不良,2020年1月26日
八幡特別 ,1200,右,曇,芝,重,2020年1月26日
3歳未勝利,1000,右,晴,ダート,不良,2020年2月1日
3歳未勝利,1700,右,晴,ダート,不良,2020年2月1日
3歳未勝利,2000,右,晴,芝,稍重,2020年2月1日
3歳未勝利,1200,右,晴,芝,稍重,2020年2月1日
3歳新馬,2000,右,晴,芝,稍重,2020年2月1日
4歳以上1勝クラス,1000,右,晴,ダート,重,2020年2月1日
4歳以上1勝クラス,1800,右,晴,芝,稍重,2020年2月1日
4歳以上1勝クラス,1700,右,晴,ダート,重,2020年2月1日
4歳以上1勝クラス,2000,右,晴,芝,稍重,2020年2月1日
くすのき賞 ,1700,右,晴,ダート,重,2020年2月1日
海の中道特別 ,2600,右,晴,芝,稍重,2020年2月1日
小郡特別 ,1200,右,晴,芝,稍重,2020年2月1日
3歳未勝利,1700,右,晴,ダート,重,2020年2月2日
4歳以上1勝クラス,1000,右,晴,ダート,重,2020年2月2日
3歳未勝利,2000,右,晴,芝,稍重,2020年2月2日
3歳未勝利,1200,右,晴,芝,稍重,2020年2月2日
3歳未勝利,1800,右,晴,芝,稍重,2020年2月2日
4歳以上1勝クラス,1700,右,晴,ダート,重,2020年2月2日
4歳以上1勝クラス,1200,右,晴,芝,稍重,2020年2月2日
4歳以上1勝クラス,1700,右,晴,ダート,重,2020年2月2日
4歳以上1勝クラス,2600,右,晴,芝,稍重,2020年2月2日
開聞岳特別 ,1700,右,晴,ダート,重,2020年2月2日
周防灘特別 ,1200,右,晴,芝,稍重,2020年2月2日
宝満山特別 ,2000,右,晴,芝,稍重,2020年2月2日
3歳未勝利,1000,右,晴,ダート,良,2020年2月8日
3歳未勝利,1700,右,晴,ダート,良,2020年2月8日
3歳未勝利,1800,右,晴,芝,良,2020年2月8日
3歳未勝利,1200,右,晴,芝,良,2020年2月8日
3歳未勝利,2000,右,晴,芝,良,2020年2月8日
4歳以上1勝クラス,1700,右,晴,ダート,良,2020年2月8日
4歳以上1勝クラス,2400,右,晴,ダート,良,2020年2月8日
4歳以上1勝クラス,1800,右,晴,芝,良,2020年2月8日
4歳以上1勝クラス,1700,右,晴,ダート,良,2020年2月8日
かささぎ賞 ,1200,右,晴,芝,良,2020年2月8日
太宰府特別 ,2000,右,晴,芝,良,2020年2月8日
大牟田特別 ,1200,右,晴,芝,良,2020年2月8日
3歳未勝利,1700,右,曇,ダート,良,2020年2月9日
4歳以上1勝クラス,1000,右,曇,ダート,良,2020年2月9日
3歳未勝利,1200,右,曇,芝,良,2020年2月9日
3歳未勝利,1800,右,曇,芝,良,2020年2月9日
3歳未勝利,1200,右,曇,芝,良,2020年2月9日
4歳以上1勝クラス,2600,右,曇,芝,良,2020年2月9日
4歳以上1勝クラス,1700,右,曇,ダート,良,2020年2月9日
4歳以上1勝クラス,2000,右,曇,芝,良,2020年2月9日
4歳以上1勝クラス,1200,右,曇,芝,良,2020年2月9日
和布刈特別 ,1700,右,曇,ダート,良,2020年2月9日
関門橋ステークス ,2000,右,曇,芝,良,2020年2月9日
日田特別 ,1800,右,曇,芝,良,2020年2月9日
3歳未勝利,1000,右,曇,ダート,重,2020年2月15日
3歳未勝利,1700,右,小雨,ダート,重,2020年2月15日
3歳未勝利,2000,右,曇,芝,良,2020年2月15日
3歳未勝利,1200,右,曇,芝,良,2020年2月15日
3歳未勝利,1800,右,曇,芝,良,2020年2月15日
4歳以上1勝クラス,1700,右,曇,ダート,重,2020年2月15日
4歳以上1勝クラス,1800,右,晴,芝,良,2020年2月15日
4歳以上1勝クラス,1700,右,晴,ダート,重,2020年2月15日
4歳以上1勝クラス,1000,右,晴,ダート,重,2020年2月15日
あすなろ賞 ,2000,右,曇,芝,良,2020年2月15日
紫川特別 ,1200,右,曇,芝,良,2020年2月15日
合馬特別 ,1200,右,曇,芝,良,2020年2月15日
3歳未勝利,1700,右,雨,ダート,不良,2020年2月16日
3歳未勝利,1700,右,雨,ダート,不良,2020年2月16日
3歳未勝利,1200,右,雨,芝,重,2020年2月16日
3歳未勝利,2000,右,雨,芝,重,2020年2月16日
4歳以上1勝クラス,1000,右,小雨,ダート,不良,2020年2月16日
4歳以上1勝クラス,2600,右,小雨,芝,重,2020年2月16日
4歳以上1勝クラス,2000,右,曇,芝,重,2020年2月16日
4歳以上1勝クラス,1200,右,曇,芝,重,2020年2月16日
4歳以上1勝クラス,1700,右,曇,ダート,不良,2020年2月16日
玄海特別 ,1800,右,曇,芝,重,2020年2月16日
北九州短距離S ,1200,右,曇,芝,重,2020年2月16日
唐戸特別 ,2000,右,曇,芝,重,2020年2月16日
3歳未勝利,1700,右,曇,ダート,不良,2020年2月22日
3歳未勝利,1700,右,曇,ダート,不良,2020年2月22日
3歳未勝利,1200,右,晴,芝,重,2020年2月22日
3歳未勝利,1800,右,晴,芝,重,2020年2月22日
3歳未勝利,2000,右,晴,芝,重,2020年2月22日
4歳以上1勝クラス,2400,右,晴,ダート,不良,2020年2月22日
4歳以上1勝クラス,1200,右,晴,芝,重,2020年2月22日
4歳以上1勝クラス,1000,右,晴,ダート,不良,2020年2月22日
4歳以上1勝クラス,2600,右,晴,芝,稍重,2020年2月22日
早鞆特別 ,1700,右,晴,ダート,不良,2020年2月22日
帆柱山特別 ,1200,右,晴,芝,稍重,2020年2月22日
八代特別 ,1200,右,晴,芝,稍重,2020年2月22日
3歳未勝利,1000,右,晴,ダート,重,2020年2月23日
3歳未勝利,1700,右,晴,ダート,重,2020年2月23日
3歳未勝利,1200,右,晴,芝,稍重,2020年2月23日
3歳未勝利,2000,右,晴,芝,稍重,2020年2月23日
4歳以上1勝クラス,1700,右,晴,ダート,重,2020年2月23日
4歳以上1勝クラス,1200,右,晴,芝,良,2020年2月23日
4歳以上1勝クラス,1800,右,晴,芝,良,2020年2月23日
4歳以上1勝クラス,2000,右,晴,芝,良,2020年2月23日
4歳以上1勝クラス,1700,右,晴,ダート,重,2020年2月23日
あざみ賞 ,1200,右,晴,芝,良,2020年2月23日
第54回小倉大賞典(G3),1800,右,晴,芝,良,2020年2月23日
皿倉山特別 ,2600,右,晴,芝,良,2020年2月23日
3歳未勝利,1200,右,晴,芝,良,2020年8月15日
3歳未勝利,1700,右,晴,ダート,良,2020年8月15日
2歳新馬,1200,右,晴,芝,良,2020年8月15日
2歳新馬,1200,右,晴,芝,良,2020年8月15日
3歳未勝利,2000,右,晴,芝,良,2020年8月15日
3歳以上1勝クラス,1000,右,晴,ダート,良,2020年8月15日
フェニックス賞 ,1200,右,晴,芝,良,2020年8月15日
西部日刊スポーツ杯 ,2000,右,晴,芝,良,2020年8月15日
阿蘇ステークス ,1700,右,晴,ダート,良,2020年8月15日
3歳以上1勝クラス,1800,右,晴,芝,良,2020年8月15日
2歳未勝利,1200,右,晴,芝,良,2020年8月16日
3歳未勝利,1000,右,晴,ダート,良,2020年8月16日
3歳未勝利,1800,右,晴,芝,良,2020年8月16日
3歳未勝利,1700,右,晴,ダート,良,2020年8月16日
2歳新馬,1200,右,晴,芝,良,2020年8月16日
2歳新馬,1200,右,晴,芝,良,2020年8月16日
3歳以上1勝クラス,2000,右,晴,芝,良,2020年8月16日
3歳以上1勝クラス,1700,右,晴,ダート,良,2020年8月16日
筑紫特別 ,1200,右,晴,芝,良,2020年8月16日
博多ステークス ,2000,右,晴,芝,良,2020年8月16日
第56回小倉記念(G3),2000,右,晴,芝,良,2020年8月16日
RKB賞 ,1700,右,晴,ダート,良,2020年8月16日
2歳未勝利,1200,右,晴,芝,良,2020年8月22日
2歳未勝利,1800,右,晴,芝,良,2020年8月22日
3歳未勝利,2600,右,晴,芝,良,2020年8月22日
3歳未勝利,1700,右,晴,ダート,良,2020年8月22日
2歳新馬,1200,右,晴,芝,良,2020年8月22日
2歳新馬,1700,右,晴,ダート,良,2020年8月22日
3歳未勝利,1200,右,晴,芝,良,2020年8月22日
3歳以上1勝クラス,1700,右,曇,ダート,良,2020年8月22日
都井岬特別 ,2000,右,曇,芝,良,2020年8月22日
宮崎特別 ,1800,右,晴,芝,良,2020年8月22日
佐世保ステークス ,1200,右,晴,芝,良,2020年8月22日
3歳以上2勝クラス,1000,右,晴,ダート,良,2020年8月22日
2歳未勝利,1200,右,曇,芝,良,2020年8月23日
3歳未勝利,1700,右,雨,ダート,稍重,2020年8月23日
3歳未勝利,2000,右,小雨,芝,稍重,2020年8月23日
2歳新馬,1800,右,小雨,芝,稍重,2020年8月23日
3歳未勝利,1000,右,曇,ダート,重,2020年8月23日
3歳以上1勝クラス,1200,右,晴,芝,稍重,2020年8月23日
3歳以上1勝クラス,1700,右,晴,ダート,重,2020年8月23日
西部スポニチ賞 ,1200,右,晴,芝,稍重,2020年8月23日
薩摩ステークス ,1700,右,晴,ダート,重,2020年8月23日
第55回TV西日本北九州記念(G3),1200,右,晴,芝,稍重,2020年8月23日
3歳以上1勝クラス,1800,右,晴,芝,稍重,2020年8月23日
2歳未勝利,1000,右,晴,ダート,良,2020年8月29日
2歳未勝利,1200,右,晴,芝,良,2020年8月29日
3歳未勝利,1700,右,晴,ダート,良,2020年8月29日
3歳未勝利,1800,右,晴,芝,良,2020年8月29日
2歳新馬,2000,右,晴,芝,良,2020年8月29日
3歳未勝利,1000,右,晴,ダート,良,2020年8月29日
3歳以上1勝クラス,1200,右,晴,芝,良,2020年8月29日
ひまわり賞 ,1200,右,晴,芝,良,2020年8月29日
西海賞 ,2000,右,晴,芝,良,2020年8月29日
釜山ステークス ,1000,右,晴,ダート,良,2020年8月29日
3歳以上1勝クラス,1800,右,晴,芝,良,2020年8月29日
2歳未勝利,2000,右,晴,芝,良,2020年8月30日
3歳未勝利,1200,右,晴,芝,良,2020年8月30日
3歳未勝利,1700,右,晴,ダート,良,2020年8月30日
3歳未勝利,1200,右,晴,芝,良,2020年8月30日
2歳新馬,1200,右,晴,芝,良,2020年8月30日
3歳未勝利,2000,右,晴,芝,良,2020年8月30日
3歳以上1勝クラス,1000,右,晴,ダート,良,2020年8月30日
3歳以上1勝クラス,1200,右,晴,芝,良,2020年8月30日
英彦山特別 ,2000,右,晴,芝,良,2020年8月30日
九州スポーツ杯 ,1700,右,晴,ダート,良,2020年8月30日
小倉日経オープン ,1800,右,晴,芝,良,2020年8月30日
3歳以上1勝クラス,1700,右,晴,ダート,良,2020年8月30日
2歳未勝利,1700,右,曇,ダート,良,2020年9月5日
2歳未勝利,1800,右,曇,芝,良,2020年9月5日
3歳未勝利,1000,右,曇,ダート,良,2020年9月5日
3歳未勝利,1200,右,曇,芝,良,2020年9月5日
2歳新馬,1200,右,曇,芝,良,2020年9月5日
3歳未勝利,1700,右,曇,ダート,良,2020年9月5日
3歳未勝利,2000,右,曇,芝,良,2020年9月5日
3歳以上1勝クラス,1800,右,曇,芝,良,2020年9月5日
天草特別 ,1700,右,曇,ダート,良,2020年9月5日
桜島ステークス ,1700,右,曇,ダート,良,2020年9月5日
テレQ杯 ,1200,右,曇,芝,良,2020年9月5日
3歳以上1勝クラス,2600,右,曇,芝,良,2020年9月5日
2歳未勝利,1200,右,曇,芝,良,2020年9月6日
3歳未勝利,1700,右,曇,ダート,良,2020年9月6日
3歳未勝利,2000,右,曇,芝,良,2020年9月6日
2歳新馬,1800,右,曇,芝,良,2020年9月6日
3歳未勝利,1700,右,雨,ダート,良,2020年9月6日
3歳以上1勝クラス,1200,右,雨,芝,稍重,2020年9月6日
3歳以上1勝クラス,1000,右,雨,ダート,稍重,2020年9月6日
別府特別 ,1200,右,雨,芝,重,2020年9月6日
西日本スポーツ杯 ,1800,右,雨,芝,重,2020年9月6日
第40回小倉2歳ステークス(G3),1200,右,雨,芝,重,2020年9月6日
3歳以上1勝クラス,1700,右,雨,ダート,重,2020年9月6日
